Name,Бюджет и сборы,Возраст,Год выпуска,Диснейленд,Жанр,Исполнители,Награды,Персонажи,Песни,Продолжительность,Рейтинг,Студия,Тип
Белоснежка и семь гномов,"$1,5 млн / $418 млн",0+,1937,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Музыкальный, Семейный, Фэнтези","Адриана Казелотти (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%90%D0%B4%D1%80%D0%B8%D0%B0%D0%BD%D0%B0%20%D0%9A%D0%B0%D0%B7%D0%B5%D0%BB%D0%BE%D1%82%D1%82%D0%B8%20299c10ae8c7580189907f3f2a4fa06f6.md), Люсиль Ла Верн (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9B%D1%8E%D1%81%D0%B8%D0%BB%D1%8C%20%D0%9B%D0%B0%20%D0%92%D0%B5%D1%80%D0%BD%20299c10ae8c758067b57eca64749f8624.md), Билл Тайтла (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%91%D0%B8%D0%BB%D0%BB%20%D0%A2%D0%B0%D0%B9%D1%82%D0%BB%D0%B0%20299c10ae8c758033a2abc83eacef1216.md)",Почётный «Оскар» (1939),"Белоснежка (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%91%D0%B5%D0%BB%D0%BE%D1%81%D0%BD%D0%B5%D0%B6%D0%BA%D0%B0%20296c10ae8c7580d28e85d38725007365.md), Злая королева Гримхильда (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%97%D0%BB%D0%B0%D1%8F%20%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%20%D0%93%D1%80%D0%B8%D0%BC%D1%85%D0%B8%D0%BB%D1%8C%D0%B4%D0%B0%20296c10ae8c7580f18841e02386bbe04b.md)","Some Day My Prince Will Come (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Some%20Day%20My%20Prince%20Will%20Come%2029cc10ae8c758046880bc869e2c082c4.md), Whistle While You Work (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Whistle%20While%20You%20Work%2029cc10ae8c75807fb964e32b9dd57970.md)",83 мин,7.9/10,"
Walt Disney Animation Studios (%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%B2%D1%8B%D1%85%20%D0%BF%D0%BE%D0%B4%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9/Walt%20Disney%20Animation%20Studios%2029bc10ae8c7580b5a450d06a1ac56453.md)",Мультфильм
Король лев,$45 млн / $968 млн,6+,1994,Disney's Animal Kingdom (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disney's%20Animal%20Kingdom%2029dc10ae8c7580e88288f93726caed9b.md),"Музыкальный, Приключения, Семейный","Мэттью Бродерик (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9C%D1%8D%D1%82%D1%82%D1%8C%D1%8E%20%D0%91%D1%80%D0%BE%D0%B4%D0%B5%D1%80%D0%B8%D0%BA%20299c10ae8c7580879719d45e81b82330.md), Джереми Айронс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D0%B6%D0%B5%D1%80%D0%B5%D0%BC%D0%B8%20%D0%90%D0%B9%D1%80%D0%BE%D0%BD%D1%81%20299c10ae8c75805ab9bac6a8fa001540.md), Нейтан Лейн (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9D%D0%B5%D0%B9%D1%82%D0%B0%D0%BD%20%D0%9B%D0%B5%D0%B9%D0%BD%20299c10ae8c75801f9f90f931f4b749a0.md), Мойра Келли (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9C%D0%BE%D0%B9%D1%80%D0%B0%20%D0%9A%D0%B5%D0%BB%D0%BB%D0%B8%20299c10ae8c7580a38837c791677e0e6c.md), Эрни Сабелла (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%AD%D1%80%D0%BD%D0%B8%20%D0%A1%D0%B0%D0%B1%D0%B5%D0%BB%D0%BB%D0%B0%20299c10ae8c75807da71fdbdbf57063c6.md)","2 «Оскара», «Золотой глобус»"," Симба (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%A1%D0%B8%D0%BC%D0%B1%D0%B0%20296c10ae8c7580d6ba85e9ee2df2d38f.md),  Шрам (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%A8%D1%80%D0%B0%D0%BC%20296c10ae8c7580fab635ded8cbb8a0fe.md),  Тимон и Пумба (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%A2%D0%B8%D0%BC%D0%BE%D0%BD%20%D0%B8%20%D0%9F%D1%83%D0%BC%D0%B1%D0%B0%20296c10ae8c758093a58ff0433c009907.md), Нала (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%9D%D0%B0%D0%BB%D0%B0%20296c10ae8c7580ad83f2f84dcd1504bb.md)","I Just Can't Wait to Be King (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/I%20Just%20Can't%20Wait%20to%20Be%20King%2029cc10ae8c75803098a4fd8a9b2ef1f8.md), Be Prepared (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Be%20Prepared%2029cc10ae8c7580f68d44eb18dbd20d9b.md), Hakuna Matata (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Hakuna%20Matata%2029cc10ae8c758033ac99d2090af317fd.md)",88 мин,8.8/10,"
Walt Disney Animation Studios (%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%B2%D1%8B%D1%85%20%D0%BF%D0%BE%D0%B4%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9/Walt%20Disney%20Animation%20Studios%2029bc10ae8c7580b5a450d06a1ac56453.md)",Мультфильм
Дамбо,"$950 тыс / $1,6 млн",0+,1941,Magic Kingdom (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Magic%20Kingdom%2029dc10ae8c75805cb283f4b4b5b053cc.md),"Музыкальный, Семейный","Клифф Эдвардс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9A%D0%BB%D0%B8%D1%84%D1%84%20%D0%AD%D0%B4%D0%B2%D0%B0%D1%80%D0%B4%D1%81%20299c10ae8c7580a6a02af38d4db2ea0f.md), Стерлинг Холлоуэй (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A1%D1%82%D0%B5%D1%80%D0%BB%D0%B8%D0%BD%D0%B3%20%D0%A5%D0%BE%D0%BB%D0%BB%D0%BE%D1%83%D1%8D%D0%B9%20299c10ae8c7580a7a1b7fee61f405fdd.md), Эдвард Брофи (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%AD%D0%B4%D0%B2%D0%B0%D1%80%D0%B4%20%D0%91%D1%80%D0%BE%D1%84%D0%B8%20299c10ae8c75803ea030fc0eaa6efeba.md), Билл Тайтла (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%91%D0%B8%D0%BB%D0%BB%20%D0%A2%D0%B0%D0%B9%D1%82%D0%BB%D0%B0%20299c10ae8c758033a2abc83eacef1216.md)",«Оскар» за музыку,"Дамбо (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%94%D0%B0%D0%BC%D0%B1%D0%BE%20296c10ae8c7580c1a070db906b91da6c.md), Тимоти (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%A2%D0%B8%D0%BC%D0%BE%D1%82%D0%B8%20296c10ae8c7580c1b1edc606f91a85f4.md)",,64 мин,7.2/10,"
Walt Disney Animation Studios (%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%B2%D1%8B%D1%85%20%D0%BF%D0%BE%D0%B4%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9/Walt%20Disney%20Animation%20Studios%2029bc10ae8c7580b5a450d06a1ac56453.md)",Мультфильм
Пиноккио,"$2,3 млн / $164 млн",6+,1940,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Приключения, Фэнтези","Дики Джонс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B6%D0%BE%D0%BD%D1%81%20299c10ae8c7580149232dd8d9cd89b35.md), Клифф Эдвардс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9A%D0%BB%D0%B8%D1%84%D1%84%20%D0%AD%D0%B4%D0%B2%D0%B0%D1%80%D0%B4%D1%81%20299c10ae8c7580a6a02af38d4db2ea0f.md), Билл Тайтла (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%91%D0%B8%D0%BB%D0%BB%20%D0%A2%D0%B0%D0%B9%D1%82%D0%BB%D0%B0%20299c10ae8c758033a2abc83eacef1216.md)",2 «Оскара»,"Пиноккио (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%9F%D0%B8%D0%BD%D0%BE%D0%BA%D0%BA%D0%B8%D0%BE%20296c10ae8c7580a7af68eda895e16d88.md), Сверчок Джимини (%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%B3%D0%B5%D1%80%D0%BE%D0%B5%D0%B2%20%D0%B8%20%D0%B7%D0%BB%D0%BE%D0%B4%D0%B5%D0%B5%D0%B2/%D0%A1%D0%B2%D0%B5%D1%80%D1%87%D0%BE%D0%BA%20%D0%94%D0%B6%D0%B8%D0%BC%D0%B8%D0%BD%D0%B8%20296c10ae8c7580d0a385c40a6827c72f.md)","When You Wish Upon a Star (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/When%20You%20Wish%20Upon%20a%20Star%2029cc10ae8c758097b36cecd80f3fb963.md), I've Got No Strings (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/I've%20Got%20No%20Strings%2029cc10ae8c7580a69295ecff1b325b32.md)",88 мин,7.4/10,"
Walt Disney Animation Studios (%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D0%B8/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%B2%D1%8B%D1%85%20%D0%BF%D0%BE%D0%B4%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9/Walt%20Disney%20Animation%20Studios%2029bc10ae8c7580b5a450d06a1ac56453.md)",Мультфильм
